Start Date,End Date,VIN,Repair Description,Repair Cost,Repair Status,Vendor Name,Vendor Phone,Vendor Street Address,Vendor City,Vendor State,Vendor ZIP,Recall NTHSA,Recall Description,Manufacturer
6/15/19,6/19/19,G33VJW8N2FY389186,upgrade navigation system; set up auto-delay headlights; ,36.91,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,16V354000, Mazda North American Operations (Mazda) is recalling certain model year 2004-2011 RX-8  2004-20,MAZDA
6/16/19,6/17/19,C0VHQRA5CIO857811,install turbocharger; change oil filter; ,77.21,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/16/19,6/16/19,YB3M3MZEQ1J275307,attach exterior camera; ,35.58,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,15V157000, General Motors LLC (GM) is recalling certain model year 2015 Chevrolet Colorado vehicles manufa,GMC
6/16/19,6/17/19,SZAJTDBI6IL561669,adjust traction control system; install parking sensors; ,80.87,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/16/19,6/16/19,6KSCMBLK5DZ055754,install intelligent alternator; install separate rear audio; ,24.15,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/16/19,6/26/19,7F3L3GAY4BB268957,adjust regenerative braking; replace liftgate window; ,162.61,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,13V259000, Isuzu Manufacturing Services of America  Inc. (Isuzu) is recalling certain model year 2001-2013,GMC
6/16/19,6/16/19,7T0CI3XEYJA004139,change steering rack; adjust ignition timing; ,52.08,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/17/19,6/19/19,7T0CI3XEYJA004139,change memory settings of the onboard computer; ,52.08,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,13V175000, Chrysler Group LLC (Chrysler) is recalling certain model year 2005-2010 Jeep Grand Cherokee veh,Jeep
6/17/19,6/17/19,YB3M3MZEQ1J275307,install anti-theft alarm; fix sunroof; ,35.58,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/17/19,6/19/19,1NVXI5JXG3Q330243,adjust turn signals; adjust turn signals; ,229.74,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V842000, Hyundai Motor America (Hyundai) is recalling certain model year 2016-2017 Tucson vehicles manuf,Hyundai
6/18/19,6/18/19,FZ1HFZ585WR955503,replace diverter valve; change timing belt; ,85.1,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/18/19,6/19/19,30KBYEYBKH5669910,change timing belt; fix steering damper; ,15.28,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/18/19,6/21/19,SROKG0OMKKQ394333,set up auto-delay headlights; replace radiator core & ac condenser; ,249.91,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,02V253000, ON CERTAIN SPORT UTILITY VEHICLES EQUIPPED WITH REARWARD FOLDING HEAD RESTRAINTS ON THE SECOND ,Chevrolet
6/18/19,6/20/19,1J1RMS1AO48718511,change air conditioner refrigerant; replace liftgate window; ,43.27,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/18/19,6/19/19,C0VHQRA5CIO857811,remove oversteer; change speaker configuration; ,77.21,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/18/19,6/18/19,0OZ6776OUA0065975,reduce fuel consumption; adjust ignition timing; ,49.36,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/18/19,7/2/19,CHA3G8GE21K992177,attach exterior camera; fix external temperature display; ,611.67,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/18/19,6/26/19,5U2302GFYRL619555,add heated windshield; fix broken tow hooks; ,169.56,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,13V489000, Hyundai is recalling certain model year 2009-2012 Genesis vehicles manufactured April 30  2008 ,Hyundai
6/18/19,6/24/19,AFTWPBMU2TA534019,fix ventilated seats; replace tail lights; ,150.86,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/18/19,6/18/19,JB6TJOH3G13545501,fix deceleration system; reduce blind spot; ,63.93,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/18/19,6/18/19,YB3M3MZEQ1J275307,replace water pump; make polarization coating; ,35.58,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,13V147000, Explorer Van Company  Inc. is recalling certain model year 2013 Explorer and Explorer Limited S,GMC
6/18/19,6/19/19,SZAJTDBI6IL561669,change brake linings; ,80.87,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/19/19,6/27/19,66BVP1UV1VM384215,fix air filter restriction indicator; ,79.8,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/19/19,6/20/19,IHCVQSL87UO415387,change purge valve; attach exterior camera; ,59.79,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/19/19,7/12/19,0XJA8OD4GS2220202,install intelligent alternator; remove oversteer; ,330.98,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/19/19,6/21/19,JVT2Q6U7HLH559100,fix solar sunroof; replace brake pedal spring; ,30.76,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,07V220000, CERTAIN FIFTH WHEEL TRAILERS EQUIPPED WITH A TWO-DOOR REFRIGERATOR  MANUFACTURED BY THE DOMETIC,Alfa
6/19/19,6/20/19,YB3M3MZEQ1J275307,install roof spoiler; replace liftgate window; ,71.16,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/19/19,6/19/19,0OZ6776OUA0065975,install roof spoiler; configure audio remote control; ,49.36,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/19/19,6/23/19,5I71MA5PSO0445780,install on-board diagnosis system; install on-board diagnosis system; ,159.04,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/20/19,6/20/19,6PSJQWZYS2J443879,adjust hybrid performance; change purge valve; ,133,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/20/19,6/20/19,JB6TJOH3G13545501,change brake linings; adjust turn signals; ,63.93,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/20/19,6/21/19,7T0CI3XEYJA004139,attach exterior camera; ,104.15,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/20/19,6/25/19,Z8UDI7LAGS7164830,adjust block heater; replace timing belt tensioner; ,48.84,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/20/19,6/20/19,K6NPKFWC2DG818634,repair cooled seats; install dusk-sensing headlights; ,25.11,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/20/19,6/24/19,NQC3ODNRG8W618383,replace brake pedal spring; change timing belt; ,56.38,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/21/19,7/6/19,05AJ273ZM02946325,install anti-theft alarm; adjust climate control; ,114.05,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/21/19,6/22/19,1J1RMS1AO48718511,change brake linings; add knee airbags; ,28.85,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,07V533000, CERTAIN CONVERTIBLE VEHICLES FAIL TO CONFORM TO THE REQUIREMENTS OF FEDERAL MOTOR VEHICLE SAFET,MINI
6/21/19,6/21/19,YB3M3MZEQ1J275307,change speaker configuration; install smoked glass; ,35.58,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/21/19,6/22/19,6PSJQWZYS2J443879,change coolant; ,133,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/21/19,6/25/19,WSHBRYQYDCI202435,fix sunroof; prevent fuel pump shutoff; ,281.37,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/21/19,6/22/19,YR8K00OE58G720472,replace brake pedal spring; repair seatbelt force limiters; ,86.47,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/22/19,6/25/19,E8MFMML51CM701156,change wheel cylinders; refurbish power steering; ,34.04,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/22/19,6/22/19,7T0CI3XEYJA004139,adjust adaptive cruise control; improve engine performance; ,52.08,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V907000, Chrysler (FCA US LLC) is recalling certain model year 2016 Dodge Journey  Jeep Compass  and Jee,Jeep
6/23/19,6/23/19,F6TVSMY2L2Z886673,fix rear defroster; ,33.17,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/23/19,7/10/19,C4QIGI5R0PE739600,upgrade navigation system; reduce carbon footprint; ,129.78,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/23/19,6/23/19,YR8K00OE58G720472,change speaker configuration; replace serpentine belt; ,43.24,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/23/19,6/23/19,SZAJTDBI6IL561669,replace diverter valve; check drive axle boots; ,40.43,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/23/19,6/23/19,7T0CI3XEYJA004139,adjust adaptive cruise control; change timing belt; ,52.08,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,13V289000, Chrysler is recalling certain model year 2014  non-SRT trimmed  Grand Cherokee vehicles manufac,Jeep
6/23/19,7/10/19,IOCT8QVK86C997015,replace radiator core & ac condenser; change oil filter; ,659.5,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/23/19,7/1/19,ZS1M7DGNG0B708125,reconfigure service reminder light; change pcv filter/pcv valve; ,203.85,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/23/19,6/24/19,M6J2KWLLUKW587077,fix a-pillar; repair seatbelt force limiters; ,90.54,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,13V113000, Hyundai Motor Company (Hyundai) is recalling certain model year 2006-2009 Accent  model year 20,Hyundai
6/24/19,6/25/19,K6NPKFWC2DG818634,attach exterior camera; adjust turn signals; ,25.11,pending,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/24/19,7/13/19,A1NW00GFYRY803793,replace radiator core & ac condenser; change oil filter; ,12.89,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/24/19,6/27/19,SZAJTDBI6IL561669,install separate rear audio; install optional equipment; ,121.3,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/24/19,7/3/19,Z4SH0SHZI01062444,add knee airbags; reconfigure service reminder light; ,161.16,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/25/19,6/25/19,3VWJ7G74MRP551283,replace water pump; change pcv filter/pcv valve; ,11.12,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/25/19,6/25/19,YR8K00OE58G720472,adjust low fuel warning indicator; adjust traction control system; ,43.24,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/25/19,6/28/19,P7UUVOVKPTD080947,configure audio remote control; change timing belt; ,19.23,pending,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/25/19,6/30/19,U3HSV2KCE0Y319532,attach seat extension; install optional equipment; ,243.98,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/25/19,6/25/19,F6TVSMY2L2Z886673,adjust block heater; ,33.17,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/25/19,6/26/19,SJV51DZQ416158315,configure audio remote control; adjust low fuel warning indicator; ,83.96,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/25/19,6/25/19,1J1RMS1AO48718511,attach seat extension; install optional equipment; ,14.42,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/25/19,7/1/19,3KYD25BMOB3101135,change air conditioner refrigerant; set up satellite radio; ,261.63,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/26/19,6/26/19,3S8JO5UMV1Y166789,install dusk-sensing headlights; adjust accelerator pedal linkage; ,16.97,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,18V576000, General Motors LLC (GM) is recalling certain 2018-2019 Chevrolet Equinox  Impala  Cruze  Volt a,Chevrolet
6/26/19,7/11/19,SGEAZM7OHRE981138,configure audio remote control; replace steering column lock; ,148.28,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,18V082000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain 2006-2013 Audi A3  2007-200,Audi
6/26/19,6/26/19,KG6S1KYGKY7383089,adjust ignition timing; install smoked glass; ,47.87,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/26/19,6/26/19,F6TVSMY2L2Z886673,fix rear defroster; change suspension fluid; ,33.17,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/26/19,6/26/19,0KQT4QWDSFO183874,improve cylinder configuration; fix solar sunroof; ,46.83,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,16V812000, Hyundai Translead is recalling certain model year 2012-2013 HT Hycube  HT Composite-XT  HT Orig,Hyundai
6/27/19,6/29/19,PHTKITC5C1H921363,adjust turn signals; reduce fuel consumption; ,22.05,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,19V006000, Ferrari North America (Ferrari) is recalling certain 2014 Ferrari California  2014-2015 Ferrari,Ferrari
6/27/19,6/27/19,LEWHC17RSR2225266,repair seatbelt force limiters; configure audio remote control; ,11.41,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/27/19,6/27/19,YR8K00OE58G720472,change speaker configuration; replace ace filter; ,43.24,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/28/19,7/5/19,GC225MTL5DF831250,fix deceleration system; fix cylinder head bolts; ,210.49,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/28/19,7/11/19,7Y1EAHONCCS732936,adjust seat belts tension; repair seatbelt force limiters; ,715.34,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/28/19,6/28/19,R56SEOUUT0R265399,adjust adaptive cruise control; replace tail lights; ,26.47,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/29/19,7/18/19,ASBUY3C1GYP443816,fix air filter restriction indicator; fix steering damper; ,2091.25,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/29/19,7/14/19,E8MFMML51CM701156,install active pedestrian protection system; install separate rear audio; ,204.25,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,16V303000, Chrysler (FCA US LLC) is recalling certain model year 2013-2016 Fiat 500e vehicles manufactured,FIAT
6/29/19,6/29/19,TD5OFRN1LC8601752,replace brake pedal spring; change brake linings; ,31.81,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/29/19,7/3/19,41AHCTXZIUN699904,adjust ignition timing; change steering rack; ,16.88,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/29/19,7/16/19,0XHRC15HS5V123753,change pcv filter/pcv valve; fix rear defroster; ,118.41,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/30/19,7/4/19,3S8JO5UMV1Y166789,fix rear defroster; ,33.94,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/30/19,7/2/19,LN7ZMWGACVJ434473,change timing belt; ,44.9,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,08V344000,KNAPHEIDE IS RECALLING 108 MY 2006-2008 PRO SERIES TRUCK BEDS EQUIPPED WITH AN ICC BUMPER WHICH ,GMC
7/1/19,7/1/19,MYX14D30CZI581341,fix cylinder head bolts; install smoked glass; ,34.77,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
7/3/19,7/10/19,5U2302GFYRL619555,install vanity mirrors; install optional equipment; ,169.56,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,15V629000, Hyundai Motor America (Hyundai) is recalling certain model year 2011 Elantra vehicles manufactu,Hyundai
7/3/19,7/18/19,AZCPHC4R1RY522608,replace fuel filter; fix cylinder head bolts; ,54.27,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
7/5/19,7/27/19,3S8JO5UMV1Y166789,replace catalytic converter; install dusk-sensing headlights; ,356.39,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
7/5/19,7/30/19,2CEDOZQS3WI014174,change speaker configuration; replace brake pedal spring; ,1352.4,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
7/6/19,7/29/19,WSHBRYQYDCI202435,adjust ignition timing; add knee airbags; ,1617.89,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,16V641000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain model year 2017 Audi Q7 veh,Audi
7/6/19,7/12/19,MYX14D30CZI581341,check drive axle boots; ,173.83,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
7/6/19,7/10/19,Z4SH0SHZI01062444,adjust adaptive cruise control; ,32.23,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,18V031000, Tesla  Inc. (Tesla) is recalling all 2013 Model S vehicles equipped with certain air bag inflat,Tesla
7/7/19,7/21/19,OUIFCWSPPHR650293,adjust accelerator pedal linkage; change suspension fluid; ,333.18,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
7/8/19,8/8/19,B3V53WEVPX7253102,adjust low fuel warning indicator; replace water pump; ,882.42,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
7/8/19,7/8/19,AN86IKI83LD618280,refurbish power steering; add heated windshield; ,37.77,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
7/8/19,7/14/19,GB5EB3AIUD0242483,attach exterior camera; replace radiator core & ac condenser; ,126.7,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
7/9/19,7/14/19,8C76DYYDYJU989849,fix rear hvac; reconfigure service reminder light; ,289.35,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
7/9/19,7/11/19,PHTKITC5C1H921363,install roof spoiler; reduce blind spot; ,44.1,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/10/19,7/10/19,FWOYW8SJUH7074597,install on-board diagnosis system; adjust running boards; ,16.29,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,09V024000, DAIMLER TRUCKS IS RECALLING 14181 MY 2007-2009 FREIGHTLINER CASCADIA TRUCKS EQUIPPED WITH CAB S,Freightliner
7/11/19,7/13/19,Z4SH0SHZI01062444,install vanity mirrors; check drive axle boots; ,32.23,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
7/11/19,7/12/19,C4QIGI5R0PE739600,change coolant; fix broken tow hooks; ,21.63,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
7/11/19,7/11/19,3KYD25BMOB3101135,install smoked glass; replace tail lights; ,43.61,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/11/19,7/20/19,66BVP1UV1VM384215,replace tail lights; fix rear defroster; ,79.8,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/12/19,8/7/19,41AHCTXZIUN699904,change air conditioner refrigerant; install intelligent alternator; ,455.65,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,10V449000, ASTON MARTIN IS RECALLING CERTAIN MODEL YEAR 2007-2008 DB9 COUPE  DB9 VOLANTE  V8 VANTAGE COUPE,Aston
7/12/19,8/5/19,SGEAZM7OHRE981138,fix air filter restriction indicator; ,118.63,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/12/19,7/14/19,ZS1M7DGNG0B708125,replace crankcase ventilation filter; replace serpentine belt; ,122.31,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/14/19,7/17/19,LN7ZMWGACVJ434473,prevent fuel pump shutoff; set up auto-delay headlights; ,44.9,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/15/19,8/3/19,SJV51DZQ416158315,install active pedestrian protection system; replace catalytic converter; ,167.91,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
7/15/19,7/30/19,IOCT8QVK86C997015,replace radiator hoses; ,94.21,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
7/17/19,7/20/19,5U2302GFYRL619555,refurbish power steering; replace catalytic converter; ,56.52,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
7/17/19,7/25/19,8C76DYYDYJU989849,replace timing belt tensioner; adjust traction control system; ,347.22,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,16V256000, General Motors LLC (GM) is recalling certain model year 2016-2017 Chevrolet Silverado 1500 and ,Cadillac
7/17/19,8/13/19,PHTKITC5C1H921363,change steering rack; ,573.26,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
7/18/19,7/26/19,27J2LRAE38R945176,check drive axle boots; adjust accelerator pedal linkage; ,98.71,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,16V651000, General Motors LLC (GM) is recalling certain model year 2015-2017 Chevrolet Silverado 2500 HD  ,Buick
7/18/19,9/16/19,58SXUC0BZIA446980,fix cylinder head bolts; replace brake pedal spring; ,238.37,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,11V395000, HONDA IS RECALLING CERTAIN MODEL YEAR 2005-2010 ACCORD  2007-2010 CR-V  AND 2005-2008 ELEMENT P,Honda
7/18/19,7/22/19,CHA3G8GE21K992177,refurbish power steering; change timing belt; ,305.83,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,14V261000, General Motors is recalling certain model year 2004-2008 Chevrolet Aveo vehicles equipped with ,Chevrolet
7/18/19,7/24/19,8FX05ZAH64B316440,adjust reverse tilt mirrors; adjust climate control; ,45.27,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/19/19,8/6/19,1WU1KQALZ75403546,repair shiftable automatic transmission; refurbish power steering; ,43.28,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
7/19/19,7/31/19,XG2F8AZ3DKK768039,change wheel cylinders; correct abs; ,35.01,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,13V114000, Kia Motors Corporation (Kia) is recalling certain model year 2007-2010 Rondo  model year 2007-2,Kia
7/20/19,7/25/19,P7UUVOVKPTD080947,attach spoiler; ,57.68,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
7/20/19,8/25/19,KSC5NS2WX0Q021711,replace fuel filter; replace stabilizer bar; ,467.78,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
7/21/19,8/15/19,5I71MA5PSO0445780,replace ace filter; improve engine performance; ,159.04,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
7/21/19,7/26/19,NQC3ODNRG8W618383,upgrade navigation system; improve engine performance; ,338.26,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
7/22/19,7/24/19,MT0OEZQ7C5Q035531,install anti-theft alarm; add knee airbags; ,39.22,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,15V846000, Aston Martin Lagonda of North America (Aston Martin) is recalling certain model year 2010-2015 ,Martin
7/22/19,9/5/19,8HJHTFE0FGU264640,correct abs; fix cylinder head bolts; ,94.66,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/23/19,7/30/19,FWOYW8SJUH7074597,install separate rear audio; correct abs; ,81.43,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,19V146000, A-1 Auto Electric (A-1) is recalling certain 2015 Freightliner Refuse vehicles modified to be p,Freightliner
7/23/19,7/24/19,BHVL8OFSZ0G423785,install parking sensors; add knee airbags; ,26.29,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/23/19,7/30/19,ZS1M7DGNG0B708125,change suspension fluid; repair seatbelt force limiters; ,285.38,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/24/19,8/30/19,ABCX0O07N6F519334,change suspension fluid; reduce blind spot; ,1408.95,pending,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
7/24/19,8/13/19,AN86IKI83LD618280,fix deceleration system; set up satellite radio; ,793.18,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
7/24/19,9/26/19,AFTWPBMU2TA534019,upgrade navigation system; fix power activated release; ,452.57,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
7/24/19,7/31/19,GC225MTL5DF831250,fix nvh dampening system; reduce fuel consumption; ,140.33,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
7/24/19,8/10/19,CHA3G8GE21K992177,replace crankcase ventilation filter; configure universal remote control; ,1121.39,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
7/24/19,8/4/19,0XJA8OD4GS2220202,improve engine performance; add knee airbags; ,139.36,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/24/19,7/31/19,ZDIFPMGLJRT329921,reduce blind spot; replace crankcase ventilation filter; ,44.74,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/25/19,8/19/19,EBZZN84J0L1163524,improve engine performance; configure audio remote control; ,1226.65,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,19V293000,Chrysler (FCA US LLC) is recalling certain 2013-2016 Dodge Dart vehicles equipped with 6-speed a,Dodge
7/25/19,8/4/19,F5BABPZQD3I737349,install active pedestrian protection system; improve engine performance; ,94.52,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
7/25/19,8/6/19,BHVL8OFSZ0G423785,replace liftgate window; replace radiator core & ac condenser; ,78.87,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,15V439000, Honda (American Honda Motor Co.) is recalling certain model year 2013-2015 ST1300PA  2014-2015 ,Honda
7/25/19,8/21/19,E5WGL31NMNQ304399,replace stabilizer bar; ,1042.34,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/26/19,7/27/19,ATWA3W65LU2848535,change pcv filter/pcv valve; prevent fuel pump shutoff; ,68.27,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,10V035000, GULF STATES TOYOTA IS RECALLING CERTAIN MODEL YEAR 2005-2010 VEHICLES FOR FAILING TO COMPLY WIT,Toyota
7/26/19,7/27/19,MT0OEZQ7C5Q035531,change brake linings; adjust turn signals; ,13.07,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
7/26/19,8/19/19,A1NW00GFYRY803793,repair cooled seats; change steering rack; ,128.94,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V349000, Nissan North America  Inc. (Nissan) is recalling certain model year 2003-2008 Infiniti FX35 and,INFINITI
7/26/19,7/27/19,LN7ZMWGACVJ434473,adjust running boards; reduce blind spot; ,29.93,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/27/19,8/7/19,U3HSV2KCE0Y319532,repair direct injection system; adjust low fuel warning indicator; ,390.37,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,14V743000, Southeast Toyota Distributors  LLC (SET) is recalling certain model year 2010-2011 Prius and Co,Toyota
7/27/19,7/28/19,A2YAQD6KDWM503404,replace steering column lock; reconfigure service reminder light; ,59.75,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
